"NPDES DMR Parameter to Pollutant Category Crosswalk"

POLLUTANT_CODE,POLLUTANT_DESC,PARAMETER_CODE,PARAMETER_DESC,COUNT_PERMITS_WITH_LIMITS,CHEMICAL_ABSTRACT_SERVICE_NMBR,SRS_ID,TOXIC_WEIGHTING_FACTOR,QNCR_POLL_CODE,NITROGEN,PHOSPHORUS,ORGANIC_ENRICHMENT,SOLIDS,PATHOGEN_INDICATORS,METALS,CWA_PRIORITY_POLLUTANTS,CERCLA_HAZ_SUBST,TRI_CHEMICALS,TEMPERATURE,GEN_RADIOACTIVITY,RADIONUCLIDES,COLOR,WHOLE_EFFLUENT_TOXICITY,PFAS
"10571","%EFFECT STATRE 96HR ACU MYSID. BAHIA","TCN3E","%Effect Statre 96Hr Acute Mysid. Bahia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10572","%EFFECT STATRE 96HR ACU PIMEPHALES","TCN6C","%Effect Statre 96Hr Acute Pimephales",252,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10573","%EFFECT STATRE 96HR ACU SELEN. CAPR.","TCN1A","%Effect Statre 96Hr Acute Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10574","%EFFECT STATRE 96HR ACU. CHAMPIA","TCN1C","%Effect Statre 96Hr Acu. Champia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10575","%FERT STAT 1HR CHR  COLOBOCENTR. ATRATUS","TUG3V","%Fert Static 1Hr Chronic Colobocentr. Atratus",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10576","%FERT STAT 1HR CHR  TRIPNEUSTES GRATILLA","TUG3W","%Fert Static 1Hr Chronic Tripneustes Gratilla",6,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10577","%FERT STATRE 7DA CHR CERIODAPHNIA","TUP3B","%Fert Statre 7Da Chronic Ceriodaphnia",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10578","%MORTALITY 1HR CHR L. MINOR","TJE1B","%Mortality 1Hr Chronic L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10579","%MORTALITY 1HR CHR SELEN. CAPR.","TJE1A","%Mortality 1Hr Chronic Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10580","%MORTALITY 48HR ACUTE P. PROMELAS TEST","TJM6C","%Mortality 48Hr Acute P. Promelas Test",58,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10581","%MORTALITY 7DAY CHR CERIODAPHNIA","TJP3B","%Mortality 7Day Chronic Ceriodaphnia",302,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10582","%MORTALITY 7DAY CHR MYSID. BAHIA","TJP3E","%Mortality 7Day Chronic Mysid. Bahia",12,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10583","%MORTALITY 96HR ACU L. MINOR","TJB1B","%Mortality 96Hr Acute L. Minor",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10584","%MORTALITY STAT 24HR ACU CERIODAPHNIA","TJE3B","%Mortality Static 24Hr Acute Ceriodaphnia",8,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10585","%MORTALITY STAT 24HR ACU PIMEPHALES","TJE6C","%Mortality Static 24Hr Acute Pimephales",10,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10586","%REPR 7D CHR STATRE D. AMBIGUA","TVP3X","%Repr 7D Chronic Statre D. Ambigua",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10587","%REPRO REDUC STATRE 7D MYSID. BAHIA","TVP3E","%Repro Reduc Statre 7D Mysid. Bahia",14,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10588","%REPRO REDUC STATRE7D CHR CERIODAPHNIA","TVP3B","%Repro Reduc Statre7D Chronic Ceriodaphnia",227,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10589","%SRV STATRE 48HR ACU CERIODAPHNIA DUBIA","TRM3B","%Srv Statre 48Hr Acute Ceriodaphnia Dubia",5,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10590","%SRV STATRE 96HR ACU PIMEPHALES PROMELAS","TRN6C","%Srv Statre 96Hr Acute Pimephales Promelas",220,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10591","%SURV   FLTH 96HR GASTEROST. ACULEATUS","TRX6K","%Surv Flth 96Hr Gasterost. Aculeatus",3,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10592","%SURV   FLTH 96HR ONCORHYNCHUS MYKISS","TRX6I","%Surv Flth 96Hr Oncorhynchus Mykiss",87,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10593","%SURV   STATRE 96HR GASTEROST. ACULEATUS","TRN6K","%Surv Statre 96Hr Gasterost. Aculeatus",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10594","%SURV   STATRE 96HR ONCORHYNCHUS MYKISS","TRN6I","%Surv Statre 96Hr Oncorhynchus Mykiss",115,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10595","%SURV FLTH 96HR ACU PIMEPHALES PROMELAS","TRX6C","%Surv Flth 96Hr Acute Pimephales Promelas",72,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10596","%SURV STAT 48HR ACU DAPHNIA PULEX","TRA3D","%Surv Static 48Hr Acute Daphnia Pulex",8,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10597","%SURV STAT 96HR ACU CERIODAPHNIA DUBIA","TRB3B","%Surv Static 96Hr Acute Ceriodaphnia Dubia",19,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10598","%SURV STAT 96HR ACU GASTEROST. ACULEATUS","TRB6K","%Surv Static 96Hr Acute Gasterost. Aculeatus",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10599","%SURV STAT 96HR ACU ONCORHYNCHUS MYKISS","TRB6I","%Surv Static 96Hr Acute Oncorhynchus Mykiss",49,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10600","%SURV STAT 96HR ACU PENAEUS VANNAMEI","TRB3U","%Surv Static 96Hr Acute Penaeus Vannamei",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10601","%SURV STAT 96HR ACU PIMPHALES PROMELAS","TRB6C","%Surv Static 96Hr Acute Pimphales Promelas",81,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10602","%SURV STAT 96HR ACU TILAPIA MOSSAMBICA","TRB6M","%Surv Static 96Hr Acute Tilapia Mossambica",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10603","%SURV STATRE 48HR   ACU DAPHNIA MAGNA","TRM3C","%Surv Statre 48Hr Acute Daphnia Magna",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10604","%SURV STATRE 48HR ACUTE DAPHNIA PULEX","TRM3D","%Surv Statre 48Hr Acute Daphnia Pulex",5,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10605","%SURV STATRE 96 HR  ACU SALMO GAIRDERI","TRN6D","%Surv Statre 96 Hr Acute Salmo Gairderi",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10606","%SURV STATRE 96HR ACU PANAEUS VANNAMEI","TRN3U","%Surv Statre 96Hr Acute Panaeus Vannamei",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10607","Dimethoxybenzidine","39122","Dimethoxybenzidine",0,"1331539","85183",,"Group 2","","","","","","","","","","","","","","",""
"10608","1 HR FERT. TEST CHR SELEN. CAPR.","TJG1A","1 Hr Fert. Test Chronic Selen. Capr.",0,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","Y",""
"10609","Biphenyl","81513","Biphenyl, total",2,"92524","14183",.03,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10610","Isopropylbiphenyl, total","78736","Isopropylbiphenyl, total",1,"25640782","233999",,"Group 2","","","","","","","","","","","","","","",""
"10611","Decachlorobiphenyl","79750","DCBP, total",0,"2051243","96222",,"Group 2","","","","","","","","","","","","","","",""
"10612","2,3',4,4',5'-Pentachlorobiphenyl","51841","2',3,4,4',5-PeCB, PCB-123  congener",4,"65510443","739888",,"Group 2","","","","","","","","","","","","","","",""
"10612","2,3',4,4',5'-Pentachlorobiphenyl","85857","2,3',4,4',5'-PECB, total sludge",0,"65510443","739888",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10613","2,3',4,4',5,5'-Hexachlorobiphenyl","85862","2,3',4,4',5,5'-HXCB, total sludge",0,"52663726","739557",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10613","2,3',4,4',5,5'-Hexachlorobiphenyl","51851","2,3',4,4',5,5'-HxCB, PCB-167  congener",4,"52663726","739557",,"Group 2","","","","","","","","","","","","","","",""
"10614","2,3',4,4',5-Pentachlorobiphenyl","51839","2,3',4,4',5-PeCB, PCB-118  congener",4,"31508006","692087",,"Group 2","","","","","","","","","","","","","","",""
"10614","2,3',4,4',5-Pentachlorobiphenyl","85856","2,3',4,4',5-PECB, total sludge",0,"31508006","692087",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10615","2,3,3',4,4',5'-Hexachlorobiphenyl","51849","2,3,3',4,4',5'-HxCB, PCB-157  congener",4,"69782907","740019",,"Group 2","","","","","","","","","","","","","","",""
"10615","2,3,3',4,4',5'-Hexachlorobiphenyl","85861","2,3,3',4,4',5'-HXCB, total sludge",0,"69782907","740019",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10616","2,3,3',4,4',5,5'-Heptachlorobiphenyl","85864","2,3,3',4,4',5,5'-HPCB, total sludge",0,"39635319","739284",,"Pollutant Not Used for QNCR","","","","","","","","Y","","","","","","",""
"10616","2,3,3',4,4',5,5'-Heptachlorobiphenyl","85863","2,3,3',4,4',5,5'-HPCB, total sludge",0,"39635319","739284",,"Pollutant Not Used for QNCR","","","","","","","","Y","","","","","","",""
"10616","2,3,3',4,4',5,5'-Heptachlorobiphenyl","51859","2,3,3',4,4',5,5'-HpCB, PCB-189  congener",4,"39635319","739284",,"Group 2","","","","","","","","","","","","","","",""
"10617","2,3,3',4,4',5-Hexachlorobiphenyl","85860","2,3,3',4,4',5-HXCB, total sludge",0,"38380084","692855",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10617","2,3,3',4,4',5-Hexachlorobiphenyl","51848","2,3,3',4,4',5-HxCB, PCB-156  congener",4,"38380084","692855",,"Group 2","","","","","","","","","","","","","","",""
"10618","2,3,3',4,4'-Pentachlorobiphenyl","51836","2,3,3',4,4'-PeCB, PCB-105  congener",4,"32598144","692152",,"Group 2","","","","","","","","","","","","","","",""
"10618","2,3,3',4,4'-Pentachlorobiphenyl","85855","2,3,3',4,4'-PECB, total sludge",0,"32598144","692152",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10619","2,3,4,4',5-Pentachlorobiphenyl","85858","2,3,4,4',5-PECB, total sludge",0,"74472370","740266",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10619","2,3,4,4',5-Pentachlorobiphenyl","51838","2,3,4,4',5-PeCB, PCB-114  congener",4,"74472370","740266",,"Group 2","","","","","","","","","","","","","","",""
"10620","3,3',4,4',5,5'-Hexachlorobiphenyl","85859","3,3',4,4',5,5'-HXCB, total sludge",0,"32774166","739102",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10620","3,3',4,4',5,5'-Hexachlorobiphenyl","51896","3,3',4,4',5,5'-HxCB,PCB-169 congener",4,"32774166","739102",,"Group 2","","","","","","","","","","","","","","",""
"10621","3,3',4,4',5-Pentachlorobiphenyl","85854","3,3',4,4',5-PECB, total sludge",0,"57465288","739771",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10621","3,3',4,4',5-Pentachlorobiphenyl","51842","3,3',4,4',5-PeCB, PCB-126  congener",4,"57465288","739771",,"Group 2","","","","","","","","","","","","","","",""
"10622","3,3',4,4'-Tetrachlorobiphenyl","85852","3,3',4,4'-TCB, total sludge",0,"32598133","692145",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10622","3,3',4,4'-Tetrachlorobiphenyl","51831","3,3',4,4'-TeCB, PCB-77  congener",4,"32598133","692145",,"Group 2","","","","","","","","","","","","","","",""
"10623","3,4,4',5-Tetrachlorobiphenyl","85853","3,4,4',5-TCB, total sludge",0,"70362504","740092",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10623","3,4,4',5-Tetrachlorobiphenyl","51832","3,4,4',5-TeCB, PCB-81  congener",4,"70362504","740092",,"Group 2","","","","","","","","","","","","","","",""
"10624","Hexachlorobiphenyl","81885","Hexachlorobiphenyl",0,"26601649","240572",,"Group 2","","","","","","","","","","","","","","",""
"10625","Chloral hydrate","39108","Chloral hydrate",2,"302170","41574",,"Group 2","","","","","","","","","","","","","","",""
"10626","Citric acid","77666","Citric acid",1,"77929","6775",,"Group 2","","","","","","","","","","","","","","",""
"10627","Endrin aldehyde","34366","Endrin aldehyde",741,"7421934","149336",174.08,"Group 2","","","","","","","Y","Y","","","","","","",""
"10628","Metribuzin","82630","Metribuzin, water, dissolved",6,"21087649","219204",.00139935632183908,"Group 2","","","","","","","","Y","Y","","","","","",""
"10629","Phthalic acid","77566","Phthalic acid",0,"88993","12138",,"Group 2","","","","","","","","","","","","","","",""
"10630","Phthalate esters","78721","Phthalates, total",46,"","",,"Group 2","","","","","","","","","","","","","","",""
"10630","Phthalate esters","39117","Phthalate esters",13,"","",,"Group 2","","","","","","","","","","","","","","",""
"10631","Dimethyl phthalate","34341","Dimethyl phthalate",1595,"131113","35295",.00329411764705882,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10631","Dimethyl phthalate","34342","Dimethyl phthalate",11,"131113","35295",.00329411764705882,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10631","Dimethyl phthalate","73334","Dimethyl phthalate, dry weight",0,"131113","35295",.00329411764705882,"Pollutant Not Used for QNCR","","","","","","","Y","Y","Y","","","","","",""
"10631","Dimethyl phthalate","34344","Dimethyl phthalate, dry weight",0,"131113","35295",.00329411764705882,"Group 2","","","","","","","Y","Y","Y","","","","","",""
"10632","Dinonyl phthalate","45670","Dinonyl phthalate",0,"84764","10041",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10633","Tetrachlorocatechol","73050","Tetrachlorocatechol",30,"1198556","80937",.07,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10633","Tetrachlorocatechol","79850","Tetrachlorocatechol",7,"1198556","80937",.07,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10634","3,4,5-Trichlorocatechol","73037","3,4,5-Trichlorocatechol",36,"56961207","712596",.03,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10635","3,4,6-Trichlorocatechol","51024","3,4,6-Trichlorocatechol",36,"32139723","711705",.01,"Group 2","","","","","","","","","","","","","","",""
"10635","3,4,6-Trichlorocatechol","61025","3,4,6-Trichlorocatechol",5,"32139723","711705",.01,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10636","Benzisothiazole","45364","Benzisothiazole",0,"272162","961060",,"Group 2","","","","","","","","","","","","","","",""
"10637","1,2-Benzisothiazole, 3-methoxy-","51080","1,2-Benzisothiazole, 3-methoxy-",0,"40991386","17026824",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10638","Ethylene glycol dinitrate","34102","Ethylene glycol dinitrate",2,"628966","64527",,"Group 2","","","","","","","","","","","","","","",""
"10639","Propylene glycol","61163","Propylene glycol, total",48,"57556","2584",.0000572128571428571,"Group 2","","","","","","","","","","","","","","",""
"10639","Propylene glycol","77038","1,2-Propanediol",5,"57556","2584",.0000572128571428571,"Group 2","","","","","","","","","","","","","","",""
"10640","Guafensin","78152","Guafensin",0,"93141","14704",,"Group 2","","","","","","","","","","","","","","",""
"10641","Methocarbamol","70007","Methocarbamol",0,"532036","50724",,"Group 2","","","","","","","","","","","","","","",""
"10642","Chlordecone","81281","Kepone",7,"143500","39313",4.66,"Group 2","","","","","","","","Y","","","","","","",""
"10643","1,3,5,7-Tetranitro-1,3,5,7-tetrazocine","82203","HMX",11,"2691410","106294",,"Group 2","","","","","","","","","","","","","","",""
"10644","Cyclonite","81364","RDX, total",22,"121824","31948",.00414814814814815,"Group 2","","","","","","","","","","","","","","",""
"10644","Cyclonite","81362","RDX, dissolved",1,"121824","31948",.00414814814814815,"Group 2","","","","","","","","","","","","","","",""
"10644","Cyclonite","51027","Cyclonite",1,"121824","31948",.00414814814814815,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10645","RDX+HMX","51009","RDX+HMX",1,"","",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10646","Hexazinone","30264","Hexazimone",0,"51235042","291062",.000564242424242424,"Group 2","","","","","","","","Y","Y","","","","","",""
"10647","Cyanuric acid","51132","Cyanuric acid",684,"108805","25387",,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10648","Propazine","38578","Propazine, total",0,"139402","37416",.00782700464520263,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10648","Propazine","51159","Propazine",2,"139402","37416",.00782700464520263,"Group 2","","","","","","","","","","","","","","",""
"10649","Simazine","39055","Simazine",193,"122349","32219",.3,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
"10650","Terbuthylazine","38559","Terbuthylazine, total",0,"5915413","136101",.03,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10650","Terbuthylazine","51161","Terbuthylazine",2,"5915413","136101",.03,"Group 2","","","","","","","","","","","","","","",""
"10651","Prometon","04037","Prometon, total recoverable",0,"1610180","89474",.1,"Pollutant Not Used for QNCR","","","","","","","","","","","","","","",""
"10651","Prometon","51155","Prometon",5,"1610180","89474",.1,"Group 2","","","","","","","","","","","","","","",""
"10652","Prometryn","51156","Prometryn",3,"7287196","148098",.08,"Group 2","","","","","","","","Y","Y","","","","","",""
"10652","Prometryn","04010","Prometryn, total recoverable",0,"7287196","148098",.08,"Pollutant Not Used for QNCR","","","","","","","","Y","Y","","","","","",""
